Trade,Strategy,Symbol,Side,DateIn,TimeIn,QtyIn,PriceIn,DateOut,TimeOut,QtyOut,PriceOut,Reason,Bars,PctGain,Profit,PctMFE,PctMAE,Fraction,Size,CommsIn,CommsInPct,CommsOut,CommsOutPct,SlipIn,SlipInPct,SlipOut,SlipOutPct,Dividends,FXSize,FxIn,FxOut,NetFX,SavedCalcIn,SavedCalcOut,VolumePct_In,VolumePct_Out
536,ASX_Trend_Following,PRG-201710.au,Long,2012-02-13,open,56185.0,2.19,2012-07-23,open,56185.0,2.09,zero position,111,-0.01,-1233.64,0.2329,-0.0936,0.05,123045,6.6,0.0001,103.34,0.0009,623.65,0.0051,589.94,0.005,4494.8,123045.15,1,1,0,0,0,0.58472,0.0986
537,ASX_Trend_Following,AIA.au,Long,2011-07-18,open,74072.0,1.81,2012-07-24,open,74072.0,1.89,zero position,153,0.0824,11043.54,0.1381,-0.0746,0.05,134070,6.6,0.0,123.2,0.0009,681.46,0.0051,703.68,0.005,5247.58,134070.32,1,1,0,0,0,1.87462,18.518
538,ASX_Trend_Following,HAV.au,Long,2012-01-30,open,174409.0,0.7,2012-08-13,open,174409.0,0.595,zero position,120,-0.1508,-18410.87,0.6429,-0.2143,0.05,122086,6.6,0.0001,91.32,0.0009,606.07,0.005,523.23,0.005,0.0,122086.3,1,1,0,0,0,1.67122,31.91965
539,ASX_Trend_Following,UXC-201602.au,Long,2012-07-02,open,139716.0,0.56,2012-09-03,open,139716.0,0.755,reduce position,45,0.3462,27084.54,0.3929,-0.0357,0.0303,78241,6.6,0.0001,153.48,0.0015,650.91,0.0083,530.92,0.005,0.0,78240.96,1,1,0,0,0,0.28648,0.14579
540,ASX_Trend_Following,LYL.au,Long,2012-04-30,open,18743.0,7.34,2012-09-17,open,18743.0,6.46,zero position,96,-0.1207,-16606.99,0.0,-0.2166,0.05,137574,6.6,0.0,106.55,0.0009,685.99,0.005,608.21,0.005,0.0,137573.62,1,1,0,0,0,4.01693,0.90959
541,ASX_Trend_Following,ONT-202111.au,Long,2012-03-12,open,23928.0,5.38,2012-10-29,open,23928.0,5.44,zero position,153,0.0433,5573.71,0.2156,-0.1375,0.05,128733,6.6,0.0001,114.55,0.0009,646.06,0.005,654.43,0.005,4259.18,128732.64,1,1,0,0,0,15.43742,26.67559
542,ASX_Trend_Following,MXI.au,Long,2012-07-23,open,114613.0,0.64,2012-11-01,open,114613.0,0.965,reduce position,72,0.5405,39644.16,0.6875,-0.0391,0.0275,73352,6.6,0.0001,177.25,0.0016,666.38,0.0091,555.87,0.005,2578.79,73352.32,1,1,0,0,0,0.8934,0.22954
543,ASX_Trend_Following,5GN.au,Long,2012-01-23,open,75593.0,1.59,2012-11-19,open,75593.0,1.68,zero position,210,0.15,18023.98,0.195,-0.1195,0.05,120193,6.6,0.0001,111.76,0.0009,604.74,0.005,638.76,0.005,11338.97,120192.87,1,1,0,0,0,2.39826,1.07879
544,ASX_Trend_Following,DWS-202012.au,Long,2012-02-13,open,89093.0,1.45,2012-11-19,open,89093.0,1.395,zero position,196,0.0474,6120.54,0.2069,-0.0759,0.05,129185,6.6,0.0001,109.37,0.0009,623.65,0.0048,623.65,0.005,11136.62,129184.85,1,1,0,0,0,0.64973,0.59372
545,ASX_Trend_Following,VOC-202106.au,Long,2012-11-19,open,97922.0,1.695,2012-11-26,open,97922.0,1.61,zero position,5,-0.051,-8468.71,0.0029,-0.0678,0.05,165978,6.6,0.0,138.74,0.0009,824.99,0.005,793.17,0.005,0.0,165977.79,1,1,0,0,0,0.88313,1.28606
546,ASX_Trend_Following,MFG.au,Long,2012-04-02,open,41259.0,1.73,2012-12-03,open,41259.0,4.6,reduce position,171,1.6718,119330.83,1.7457,-0.0058,0.0267,71378,6.6,0.0001,313.67,0.0017,668.9,0.0094,953.08,0.005,1237.77,71378.07,1,1,0,0,0,0.27673,0.13781
547,ASX_Trend_Following,MAQ.au,Long,2012-10-29,open,16170.0,10.1,2013-01-08,open,16170.0,8.79,zero position,41,-0.1305,-21314.38,0.0168,-0.1386,0.05,163317,6.6,0.0,125.08,0.0009,812.54,0.005,713.91,0.005,0.0,163317.0,1,1,0,0,0,2.59384,2.41921
548,ASX_Trend_Following,MXI.au,Long,2012-12-03,open,79208.0,0.96,2013-03-01,open,79208.0,1.395,reduce position,60,0.4505,34252.78,0.4687,-0.0573,0.0229,76040,52.73,0.0007,149.97,0.0014,380.2,0.005,554.46,0.005,0.0,76039.68,1,1,0,0,0,0.63682,0.12271
549,ASX_Trend_Following,MXI.au,Long,2012-07-23,open,21428.0,0.64,2013-03-01,open,21428.0,1.395,reduce position,154,1.206,16538.41,1.2031,-0.0391,0.0051,13714,6.6,0.0005,115.26,0.0039,666.38,0.0486,150.0,0.005,482.13,13713.92,1,1,0,0,0,0.16703,0.0332
550,ASX_Trend_Following,WLL-201911.au,Long,2012-11-26,open,54661.0,3.07,2013-03-11,open,54661.0,2.68,zero position,62,-0.1018,-17080.42,0.0261,-0.202,0.05,167809,6.6,0.0,128.91,0.0009,830.85,0.005,735.19,0.005,4372.88,167809.27,1,1,0,0,0,10.41162,2.82998
551,ASX_Trend_Following,SRX-201809.au,Long,2012-06-04,open,22497.0,5.87,2013-04-22,open,22497.0,10.23,zero position,223,0.7582,100127.49,1.2828,-0.0051,0.05,132057,6.6,0.0,202.53,0.0009,654.66,0.005,1156.35,0.005,2249.7,132057.39,1,1,0,0,0,1.51955,0.57468
552,ASX_Trend_Following,UXC-201602.au,Long,2012-10-01,open,61833.0,1.015,2013-06-03,open,61833.0,0.985,zero position,168,0.01,629.93,0.2562,-0.1675,0.0203,62760,44.69,0.0007,98.29,0.0016,312.26,0.005,306.07,0.005,2627.9,62760.5,1,1,0,0,0,0.24397,0.15573
553,ASX_Trend_Following,UXC-201602.au,Long,2012-07-02,open,90693.0,0.56,2013-06-03,open,90693.0,0.985,zero position,233,0.8331,42313.77,1.2768,-0.0357,0.0197,50788,6.6,0.0001,78.61,0.0009,650.91,0.0128,448.93,0.005,3854.45,50788.08,1,1,0,0,0,0.18596,0.22842
554,ASX_Trend_Following,WEB.au,Long,2012-01-16,open,48398.0,2.55,2013-06-11,open,48398.0,4.02,zero position,352,0.6495,80162.88,1.0784,-0.0392,0.05,123415,6.6,0.0001,171.21,0.0009,609.81,0.0049,977.64,0.005,9195.63,123414.9,1,1,0,0,0,0.33038,0.12362
555,ASX_Trend_Following,MXI.au,Long,2013-05-01,open,61751.0,1.245,2013-06-24,open,61751.0,1.025,zero position,37,-0.1785,-13722.25,0.1205,-0.3173,0.0176,76880,40.67,0.0005,96.36,0.0015,381.31,0.005,318.02,0.005,0.0,76879.99,1,1,0,0,0,0.12965,0.39068
556,ASX_Trend_Following,MXI.au,Long,2012-07-23,open,72204.0,0.64,2013-06-24,open,72204.0,1.025,zero position,231,0.7016,32420.06,1.4141,-0.0391,0.0173,46211,6.6,0.0001,65.13,0.0009,666.38,0.0144,371.85,0.005,4693.25,46210.56,1,1,0,0,0,0.56282,0.45681
557,ASX_Trend_Following,WAX.au,Long,2013-06-03,open,216351.0,0.98,2013-06-24,open,216351.0,0.935,zero position,14,-0.0468,-9920.41,0.0,-0.0765,0.05,212024,6.6,0.0,178.01,0.0009,1070.94,0.0051,1016.85,0.005,0.0,212023.98,1,1,0,0,0,3.37769,4.56755
558,ASX_Trend_Following,AVG.au,Long,2013-06-24,open,436550.0,0.49,2013-08-12,open,436550.0,0.465,zero position,35,-0.0519,-11098.99,0.0,-0.0612,0.05,213910,6.6,0.0,178.64,0.0009,1069.55,0.005,1014.98,0.005,0.0,213909.5,1,1,0,0,0,3.05265,19.40826
559,ASX_Trend_Following,TOX-201805.au,Long,2012-08-13,open,52842.0,2.61,2013-08-12,open,52842.0,3.13,zero position,251,0.2135,29439.38,0.3985,-0.0307,0.05,137918,6.6,0.0,145.55,0.0009,686.95,0.005,832.26,0.005,2113.69,137917.62,1,1,0,0,0,0.41672,0.16179
560,ASX_Trend_Following,AMH.au,Long,2013-08-12,open,221422.0,1.045,2013-10-14,open,221422.0,0.885,zero position,42,-0.0773,-17892.8,0.0,-0.1818,0.05,231386,6.6,0.0,172.44,0.0009,1151.39,0.005,985.33,0.005,17713.76,231385.99,1,1,0,0,0,0.93247,6.76098
561,ASX_Trend_Following,EVT.au,Long,2012-01-16,open,20742.0,5.93,2013-11-18,open,20742.0,7.99,zero position,466,0.4827,59377.1,0.5042,-0.0219,0.05,123000,6.6,0.0001,145.84,0.0009,609.81,0.005,832.79,0.005,16801.02,123000.06,1,1,0,0,0,1.43107,1.8513
562,ASX_Trend_Following,CCP.au,Long,2012-01-23,open,28193.0,4.31,2013-11-25,open,28193.0,9.12,zero position,467,1.2672,153982.84,1.5267,-0.0046,0.05,121512,6.6,0.0001,226.27,0.0009,604.74,0.005,1292.65,0.005,18607.38,121511.83,1,1,0,0,0,0.49384,0.45861
563,ASX_Trend_Following,SDG-202310.au,Long,2012-06-25,open,142478.0,0.92,2013-12-09,open,142478.0,1.425,zero position,370,0.591,77465.24,1.0652,-0.1793,0.05,131080,6.6,0.0001,178.67,0.0009,651.84,0.005,1018.72,0.005,5699.12,131079.76,1,1,0,0,0,1.57923,1.93086
564,ASX_Trend_Following,SIV.au,Long,2012-11-19,open,34091.0,4.87,2013-12-09,open,34091.0,7.56,zero position,267,0.6095,101187.08,0.8357,-0.0308,0.05,166023,6.6,0.0,226.8,0.0009,825.0,0.005,1295.46,0.005,9715.69,166023.17,1,1,0,0,0,2.07847,2.17389
565,ASX_Trend_Following,AUB.au,Long,2012-02-27,open,19780.0,6.38,2014-02-17,open,19780.0,10.9,zero position,491,0.8111,102363.1,1.0376,-0.0125,0.05,126196,6.6,0.0001,189.73,0.0009,632.96,0.005,1082.96,0.005,13153.83,126196.4,1,1,0,0,0,0.51357,0.74185
566,ASX_Trend_Following,CLX.au,Long,2013-03-11,open,95559.0,1.86,2014-03-24,open,95559.0,2.14,zero position,220,0.1898,33736.88,0.4785,-0.121,0.0431,177740,6.6,0.0,179.96,0.0009,883.92,0.005,1027.26,0.005,7166.93,177739.74,1,1,0,0,0,0.92117,2.49215
567,ASX_Trend_Following,ENE-201510.au,Long,2013-08-12,open,46056.0,5.03,2014-03-24,open,46056.0,4.98,zero position,152,0.011,2554.92,0.3101,-0.0457,0.05,231662,6.6,0.0,201.84,0.0009,1151.4,0.005,1151.4,0.005,5066.16,231661.68,1,1,0,0,0,5.87374,1.87418
568,ASX_Trend_Following,RFG.au,Long,2012-09-17,open,52106.0,2.87,2014-04-14,open,52106.0,4.07,zero position,392,0.5231,78226.31,0.6969,-0.0383,0.05,149544,6.6,0.0,186.62,0.0009,745.12,0.005,1065.57,0.005,15892.33,149544.22,1,1,0,0,0,3.4448,0.17224
569,ASX_Trend_Following,MIR.au,Long,2012-06-12,open,71023.0,1.83,2014-04-28,open,71023.0,2.54,zero position,472,0.5233,68016.53,0.5574,-0.0437,0.05,129972,6.6,0.0001,158.75,0.0009,646.31,0.005,905.54,0.005,17755.55,129972.09,1,1,0,0,0,1.42565,2.43806
570,ASX_Trend_Following,MFG.au,Long,2012-04-02,open,20752.450146,1.73,2014-05-01,open,21937.0,12.59,reduce position,524,6.9304,248813.82,7.7866,-0.0058,0.0134,35902,6.6,0.0002,423.3,0.0015,668.9,0.0186,1312.59,0.0048,8958.63,35901.74,1,1,0,0,0,0.13167,0.0708
571,ASX_Trend_Following,EQT.au,Long,2013-12-09,open,13037.0,19.2,2014-05-05,open,14581.109,17.76,zero position,83,0.0576,14412.57,0.2505,-0.0307,0.05,250310,6.6,0.0,227.89,0.0009,1245.03,0.005,1163.55,0.0045,5996.97,250310.4,1,1,0,0,0,2.61237,0.60284
572,ASX_Trend_Following,MFF.au,Long,2011-11-21,open,184596.0,0.68,2014-05-05,open,184596.0,1.505,zero position,614,1.2701,159424.48,1.5294,-0.0662,0.05,125525,6.6,0.0001,244.48,0.0009,627.63,0.005,1398.31,0.005,7383.86,125525.28,1,1,0,0,0,1.00877,1.00777
573,ASX_Trend_Following,REH.au,Long,2013-11-18,open,8030.0,31.41,2014-05-26,open,8030.0,29.35,zero position,112,-0.0594,-14989.22,0.0872,-0.0926,0.05,252222,6.6,0.0,207.4,0.0009,1254.69,0.005,1184.43,0.005,1766.58,252222.3,1,1,0,0,0,0.65647,16.06
574,ASX_Trend_Following,WCB-201703.au,Long,2014-03-24,open,30867.0,8.35,2014-05-26,open,30867.0,8.04,zero position,42,-0.038,-9793.76,0.0659,-0.0419,0.05,257739,6.6,0.0,218.39,0.0009,1339.63,0.0052,1247.03,0.005,0.0,257739.45,1,1,0,0,0,3086.70007,90.78529
575,ASX_Trend_Following,CWP.au,Long,2012-07-16,open,36162.0,3.72,2014-06-16,open,36162.0,6.97,zero position,483,1.0117,136102.34,1.1156,-0.0296,0.05,134523,6.6,0.0,221.8,0.0009,669.0,0.005,1265.67,0.005,18804.24,134522.64,1,1,0,0,0,1.45674,1.19276
576,ASX_Trend_Following,WAX.au,Long,2013-10-14,open,208222.0,1.21,2014-06-16,open,208222.0,1.125,zero position,165,-0.0112,-2815.51,0.0083,-0.1653,0.05,251949,6.6,0.0,206.14,0.0009,1244.13,0.0049,1176.45,0.005,15096.1,251948.62,1,1,0,0,0,0.96529,1.90861
577,ASX_Trend_Following,FRI.au,Long,2014-05-05,open,154770.0,1.685,2014-06-23,open,154770.0,1.57,zero position,34,-0.0691,-18018.98,0.0059,-0.0653,0.05,260787,6.6,0.0,213.83,0.0009,1296.2,0.005,1222.68,0.005,0.0,260787.45,1,1,0,0,0,2.49516,1.65943
578,ASX_Trend_Following,MFG.au,Long,2012-04-02,open,15318.549854,1.73,2014-06-23,open,16192.933,11.14,zero position,560,6.0502,160335.71,7.7866,-0.0058,0.0099,26501,6.6,0.0002,158.74,0.0009,668.9,0.0252,857.84,0.0048,6612.87,26501.09,1,1,0,0,0,0.0972,0.03792
579,ASX_Trend_Following,VLS.au,Long,2014-03-24,open,150521.0,1.79,2014-06-23,open,150521.0,1.54,zero position,53,-0.1404,-37840.84,0.0,-0.1732,0.05,269433,6.6,0.0,203.99,0.0009,1339.64,0.005,1166.54,0.005,0.0,269432.59,1,1,0,0,0,86.012,9.29142
580,ASX_Trend_Following,PIA.au,Long,2014-06-23,open,262421.0,1.015,2014-06-30,open,262421.0,1.005,zero position,5,-0.0107,-2862.9,0.0,-0.0197,0.05,266357,6.6,0.0,232.09,0.0009,1325.23,0.005,1325.23,0.005,0.0,266357.32,1,1,0,0,0,2.28588,1.22768
581,ASX_Trend_Following,GXL-201902.au,Long,2013-01-14,open,26135.255121,3.55,2014-07-01,open,26256.0,9.2,reduce position,364,1.6426,152397.35,1.8158,-0.0197,0.0253,92780,6.6,0.0001,422.05,0.0017,913.42,0.0098,1208.76,0.005,4050.96,92780.16,1,1,0,0,0,1.11519,0.08036
582,ASX_Trend_Following,AMM-201506.au,Long,2011-11-07,open,149442.0,0.845,2014-07-07,open,149442.0,1.97,zero position,669,1.4796,186835.71,1.7219,-0.0769,0.05,126278,6.6,0.0001,259.07,0.0009,627.66,0.005,1479.48,0.005,18979.13,126278.49,1,1,0,0,0,0.94945,0.32897
583,ASX_Trend_Following,SVR.au,Long,2014-05-05,open,216937.0,1.2,2014-08-04,open,216937.0,1.015,zero position,64,-0.1549,-40333.71,0.0,-0.1917,0.05,260324,6.6,0.0,193.77,0.0009,1296.2,0.005,1106.38,0.005,0.0,260324.4,1,1,0,0,0,2.71854,6.32894
584,ASX_Trend_Following,AIA.au,Long,2014-04-14,open,73009.0,3.6,2014-08-11,open,73009.0,3.37,zero position,80,-0.0647,-17015.19,0.1083,-0.0806,0.05,262832,6.6,0.0,216.52,0.0009,1317.81,0.005,1237.5,0.005,0.0,262832.4,1,1,0,0,0,1.68239,0.88139
585,ASX_Trend_Following,VTG-202306.au,Long,2014-08-04,open,187577.0,0.82,2014-09-01,open,187577.0,1.065,reduce position,20,0.2966,45625.08,0.3049,-0.0732,0.0271,153813,6.6,0.0,324.68,0.0016,1408.71,0.0092,1003.54,0.005,0.0,153813.14,1,1,0,0,0,3.31274,0.65376
586,ASX_Trend_Following,VRL-202012.au,Long,2012-07-30,open,42555.0,3.17,2014-09-15,open,42555.0,7.13,zero position,536,1.5721,212075.25,1.6625,-0.0221,0.05,134899,6.6,0.0,267.01,0.0009,670.24,0.005,1525.6,0.005,43831.06,134899.35,1,1,0,0,0,0.71437,0.22876
587,ASX_Trend_Following,FSA.au,Long,2014-07-07,open,215813.0,1.28,2014-09-22,open,215813.0,1.095,zero position,53,-0.118,-32586.51,0.125,-0.1523,0.05,276241,6.6,0.0,207.96,0.0009,1359.62,0.0049,1186.97,0.005,7553.46,276240.64,1,1,0,0,0,0.84363,1.52077
588,ASX_Trend_Following,MOC-202106.au,Long,2014-06-16,open,92466.0,2.85,2014-09-22,open,92466.0,2.81,zero position,70,0.0131,3463.39,0.1193,-0.0842,0.05,263528,6.6,0.0,228.65,0.0009,1313.02,0.005,1303.77,0.005,7397.28,263528.1,1,1,0,0,0,3.06768,2.11298
589,ASX_Trend_Following,BGL-201612.au,Long,2013-04-22,open,354978.0,0.595,2014-10-06,open,354978.0,0.825,zero position,369,0.4206,88835.17,0.7647,-0.1008,0.05,211212,6.6,0.0,257.71,0.0009,1038.31,0.0049,1473.16,0.005,7454.54,211211.91,1,1,0,0,0,0.82378,2.59246
590,ASX_Trend_Following,VLW-201910.au,Long,2014-02-17,open,128129.0,2.07,2014-10-06,open,128129.0,1.9,zero position,161,-0.0105,-2783.41,0.1063,-0.1425,0.05,265227,6.6,0.0,214.23,0.0009,1313.32,0.005,1223.63,0.005,19219.35,265227.03,1,1,0,0,0,0.0233,3.6166
591,ASX_Trend_Following,PHG-201705.au,Long,2014-09-15,open,560366.0,0.525,2014-10-13,open,560366.0,0.49,zero position,18,-0.0675,-19861.04,0.0095,-0.1048,0.05,294192,6.6,0.0,241.63,0.0009,1484.97,0.005,1372.9,0.005,0.0,294192.15,1,1,0,0,0,15.47972,10.33886
592,ASX_Trend_Following,GXL-201902.au,Long,2013-01-14,open,25616.744879,3.55,2014-11-03,open,25735.094,8.49,zero position,452,1.4639,133124.68,2.0506,-0.0197,0.0247,90939,6.6,0.0001,192.27,0.0009,913.42,0.01,1092.55,0.005,5772.05,90939.44,1,1,0,0,0,1.09306,0.02873
593,ASX_Trend_Following,WAX.au,Long,2014-10-06,open,243768.0,1.185,2014-11-10,open,243768.0,1.135,zero position,25,-0.0114,-3297.18,0.0127,-0.0759,0.05,288865,6.6,0.0,243.48,0.0009,1438.23,0.005,1389.48,0.005,9141.3,288865.08,1,1,0,0,0,2.76177,2.85419
594,ASX_Trend_Following,AKG.au,Long,2014-06-23,open,236648.0,1.14,2014-11-24,open,236648.0,1.155,zero position,88,0.0386,10401.99,0.2281,-0.0921,0.05,269779,6.6,0.0,240.53,0.0009,1325.23,0.0049,1372.56,0.005,7099.4,269778.72,1,1,0,0,0,26.16051,3.92477
595,ASX_Trend_Following,SDG-202310.au,Long,2014-11-03,open,172648.0,1.68,2014-12-01,open,172648.0,1.595,zero position,20,-0.0515,-14924.01,0.0298,-0.0625,0.05,290049,6.6,0.0,242.33,0.0009,1463.19,0.005,1385.5,0.005,0.0,290048.64,1,1,0,0,0,2.8913,9.40451
596,ASX_Trend_Following,WHF.au,Long,2013-06-11,open,59671.0,3.48,2014-12-22,open,59671.0,4.14,zero position,381,0.2619,54374.97,0.2471,-0.046,0.05,207655,6.6,0.0,217.39,0.0009,1023.36,0.0049,1241.16,0.005,15216.11,207655.08,1,1,0,0,0,3.539,3.42013
597,ASX_Trend_Following,EPD-202111.au,Long,2014-11-24,open,396548.0,0.745,2015-01-05,open,396548.0,0.655,zero position,25,-0.1216,-35924.49,0.0067,-0.2215,0.05,295428,6.6,0.0,228.57,0.0009,1487.05,0.005,1308.61,0.005,0.0,295428.26,1,1,0,0,0,4.77234,3.07592
598,ASX_Trend_Following,SYM-202402.au,Long,2014-04-28,open,67342.0,2.21,2015-02-02,open,67342.0,2.79,reduce position,195,0.2718,40443.43,0.81,-0.0724,0.0284,148826,6.6,0.0,291.88,0.0016,1323.49,0.0089,942.79,0.005,1683.55,148825.82,1,1,0,0,0,0.74796,0.31959
599,ASX_Trend_Following,CVW.au,Long,2014-06-23,open,303705.0,0.785,2015-02-03,open,303705.0,0.895,zero position,136,0.1646,39235.84,0.465,-0.0318,0.0447,238408,6.6,0.0,239.2,0.0009,1184.45,0.005,1366.67,0.005,6074.09,238408.43,1,1,0,0,0,10.28637,1.07246
600,ASX_Trend_Following,SYM-202402.au,Long,2014-04-28,open,51357.0,2.21,2015-02-16,open,51357.0,2.86,zero position,205,0.3042,34530.11,0.81,-0.0724,0.0216,113499,6.6,0.0001,129.26,0.0009,1323.49,0.0117,736.97,0.005,1283.93,113498.97,1,1,0,0,0,0.57042,0.45262
601,ASX_Trend_Following,LIC.au,Long,2014-09-22,open,96121.0,1.75,2015-03-02,open,96121.0,2.39,reduce position,109,0.3636,61163.3,0.4,-0.0457,0.0291,168212,6.6,0.0,347.54,0.0015,1468.11,0.0087,1153.45,0.005,0.0,168211.75,1,1,0,0,0,43.25878,1.34313
602,ASX_Trend_Following,VTG-202306.au,Long,2014-10-01,open,100241.0,1.115,2015-03-02,open,100241.0,1.745,reduce position,104,0.5885,65776.93,0.574,-0.0852,0.0194,111769,114.1,0.001,268.03,0.0015,558.84,0.005,879.61,0.005,3007.23,111768.71,1,1,0,0,0,1.28381,0.20022
603,ASX_Trend_Following,VTG-202306.au,Long,2014-08-04,open,68979.0,0.82,2015-03-02,open,68979.0,1.745,reduce position,146,1.1935,67507.88,1.1402,-0.0732,0.01,56563,6.6,0.0001,243.59,0.002,1408.71,0.0249,605.29,0.005,3952.5,56562.78,1,1,0,0,0,1.21822,0.13778
604,ASX_Trend_Following,NOU.au,Long,2014-08-11,open,95766.0,2.9,2015-03-23,open,95766.0,2.99,zero position,156,0.0353,9796.83,0.2103,-0.0483,0.05,277721,6.6,0.0,251.98,0.0009,1383.82,0.005,1436.49,0.005,1436.47,277721.4,1,1,0,0,0,2.77462,33.35632
605,ASX_Trend_Following,ITQ-201612.au,Long,2014-05-26,open,55693.0,3.62,2015-03-24,open,55693.0,3.92,zero position,188,0.1137,22913.87,0.1823,-0.0331,0.0382,201609,6.6,0.0,192.12,0.0009,1002.47,0.005,1097.15,0.005,6404.7,201608.66,1,1,0,0,0,1.85594,14.9231
606,ASX_Trend_Following,SOM.au,Long,2015-01-05,open,113555.0,2.74,2015-04-27,open,113555.0,2.34,zero position,77,-0.1468,-45662.43,0.1679,-0.1825,0.05,311141,6.6,0.0,233.83,0.0009,1538.67,0.0049,1334.27,0.005,0.0,311140.7,1,1,0,0,0,1.60228,3.40179
607,ASX_Trend_Following,PIA.au,Long,2014-10-06,open,256827.0,1.125,2015-05-04,open,257987.858,1.18,zero position,142,0.0884,25540.32,0.28,-0.0533,0.05,288930,6.6,0.0,267.89,0.0009,1438.23,0.005,1521.7,0.005,10319.51,288930.38,1,1,0,0,0,1.72052,0.49044
608,ASX_Trend_Following,PAC.au,Long,2014-05-26,open,26644.0,9.92,2015-06-01,open,26644.0,11.45,zero position,257,0.2046,54078.7,0.4103,-0.0776,0.05,264308,6.6,0.0,268.46,0.0009,1310.88,0.005,1533.36,0.005,13588.44,264308.48,1,1,0,0,0,1.40535,0.6221
609,ASX_Trend_Following,TGG-202110.au,Long,2015-04-27,open,255788.0,1.475,2015-06-15,open,260847.487,1.36,zero position,34,-0.0606,-22853.5,0.0102,-0.0563,0.05,377287,6.6,0.0,312.18,0.0009,1880.04,0.005,1745.75,0.0049,0.0,377287.3,1,1,0,0,0,6.1015,0.64373
610,ASX_Trend_Following,WAX.au,Long,2015-03-30,open,299930.0,1.235,2015-06-15,open,299930.0,1.16,zero position,52,-0.0292,-10810.32,0.0,-0.0688,0.05,370414,6.6,0.0,306.17,0.0009,1837.07,0.005,1747.09,0.005,11997.2,370413.55,1,1,0,0,0,5.48028,4.07419
611,ASX_Trend_Following,MYS.au,Long,2015-03-30,open,71901.0,5.1,2015-06-29,open,71901.0,4.73,zero position,62,-0.0734,-26909.25,0.051,-0.0882,0.05,366695,6.6,0.0,299.28,0.0009,1837.07,0.005,1707.65,0.005,0.0,366695.1,1,1,0,0,0,2.4761,0.98267
612,ASX_Trend_Following,WHF.au,Long,2015-05-04,open,79162.0,4.73,2015-06-29,open,79162.0,4.43,zero position,39,-0.0463,-17335.04,0.0127,-0.0634,0.05,374436,6.6,0.0,308.61,0.0009,1880.1,0.005,1761.35,0.005,6728.77,374436.26,1,1,0,0,0,3.79965,3.78349
613,ASX_Trend_Following,DUI.au,Long,2015-06-15,open,107757.0,3.59,2015-07-06,open,107757.0,3.5,zero position,15,-0.0259,-10036.62,0.0028,-0.039,0.05,386848,6.6,0.0,331.89,0.0009,1939.63,0.005,1896.52,0.005,0.0,386847.63,1,1,0,0,0,2.12484,5.90449
614,ASX_Trend_Following,CLH-202206.au,Long,2014-06-16,open,143108.0,1.845,2015-07-13,open,143108.0,2.19,zero position,273,0.232,61254.04,0.3496,-0.0515,0.05,264034,6.6,0.0,275.8,0.0009,1313.02,0.005,1574.19,0.005,12164.18,264034.26,1,1,0,0,0,3.31675,1.42758
615,ASX_Trend_Following,NSC.au,Long,2015-06-29,open,359078.0,1.1,2015-07-20,open,359078.0,1.05,zero position,15,-0.0463,-18292.29,0.0,-0.0545,0.05,394986,6.6,0.0,331.79,0.0009,1948.0,0.0049,1894.14,0.005,0.0,394985.8,1,1,0,0,0,1.32699,1.77676
616,ASX_Trend_Following,REH.au,Long,2015-07-06,open,11101.0,34.47,2015-08-03,open,11101.0,32.64,zero position,17,-0.0539,-20640.29,0.011,-0.0659,0.05,382651,6.6,0.0,318.86,0.0009,1907.98,0.005,1820.56,0.005,0.0,382651.47,1,1,0,0,0,1.10766,5.41248
617,ASX_Trend_Following,GBT-201910.au,Long,2014-06-30,open,83046.0,3.23,2015-08-24,open,83046.0,4.63,zero position,291,0.4616,123808.81,1.1176,-0.031,0.05,268239,6.6,0.0,338.36,0.0009,1332.89,0.005,1930.82,0.005,7889.37,268238.58,1,1,0,0,0,7.16841,0.10181
618,ASX_Trend_Following,EPD-202111.au,Long,2015-08-24,open,521520.0,0.775,2015-08-31,open,521520.0,0.725,zero position,5,-0.0654,-26415.33,0.0,-0.1032,0.05,404178,6.6,0.0,332.73,0.0009,2007.85,0.005,1903.55,0.005,0.0,404178.0,1,1,0,0,0,5.01004,1.41078
619,ASX_Trend_Following,TNE.au,Long,2012-05-28,open,109146.0,1.175,2015-08-31,open,109146.0,3.53,zero position,822,2.1803,279613.84,2.6681,-0.0681,0.05,128247,6.6,0.0001,339.05,0.0009,649.42,0.0051,1937.34,0.005,22920.66,128246.55,1,1,0,0,0,3.12095,0.19099
620,ASX_Trend_Following,AMA.au,Long,2014-10-13,open,538820.0,0.295,2015-09-01,open,538820.0,0.655,reduce position,221,1.2171,193455.93,1.5763,-0.0508,0.0304,158952,6.6,0.0,512.67,0.0015,1418.86,0.0089,1778.11,0.005,0.0,158951.9,1,1,0,0,0,2.24789,0.92776
621,ASX_Trend_Following,BKL-202307.au,Long,2014-12-22,open,7043.0,33.67,2015-09-01,open,7043.0,104.46,reduce position,174,2.1192,502530.79,2.5284,-0.005,0.0392,237138,6.6,0.0,825.82,0.0011,1502.25,0.0063,3696.87,0.005,4789.24,237137.81,1,1,0,0,0,1.39355,0.09851
