Trade,Strategy,Symbol,Side,DateIn,TimeIn,QtyIn,PriceIn,DateOut,TimeOut,QtyOut,PriceOut,Reason,Bars,PctGain,Profit,PctMFE,PctMAE,Fraction,Size,CommsIn,CommsInPct,CommsOut,CommsOutPct,SlipIn,SlipInPct,SlipOut,SlipOutPct,Dividends,FXSize,FxIn,FxOut,NetFX,SavedCalcIn,SavedCalcOut,VolumePct_In,VolumePct_Out
622,ASX_Trend_Following,CZZ-201811.au,Long,2015-06-01,open,22127.0,11.98,2015-09-01,open,22127.0,18.3,reduce position,65,0.5568,147606.99,0.8364,-0.0401,0.0339,265081,6.6,0.0,526.6,0.0013,1945.82,0.0073,2034.58,0.005,8297.55,265081.46,1,1,0,0,0,1.11208,1.43785
623,ASX_Trend_Following,CDA.au,Long,2015-06-15,open,331560.0,1.18,2015-09-07,open,331560.0,0.93,zero position,60,-0.2126,-83167.95,0.0678,-0.2797,0.05,391241,6.6,0.0,271.35,0.0009,1939.63,0.005,1550.04,0.005,0.0,391240.8,1,1,0,0,0,2.22479,3.40631
624,ASX_Trend_Following,CIN.au,Long,2013-06-24,open,10445.0,20.22,2015-09-07,open,10445.0,29.6,zero position,487,0.5941,125479.13,0.6009,-0.0084,0.05,211198,6.6,0.0,272.07,0.0009,1069.57,0.0051,1553.69,0.005,27783.7,211197.9,1,1,0,0,0,4.60944,5.88119
625,ASX_Trend_Following,MIR.au,Long,2015-07-13,open,140794.0,2.73,2015-09-07,open,140794.0,2.44,zero position,40,-0.0576,-22132.26,0.0366,-0.1026,0.05,384368,6.6,0.0,302.31,0.0009,1907.76,0.005,1724.73,0.005,19006.91,384367.62,1,1,0,0,0,30.1357,3.62563
626,ASX_Trend_Following,AVJ-202507.au,Long,2015-07-20,open,626253.0,0.65,2015-09-14,open,626253.0,0.595,zero position,39,-0.0393,-15990.76,0.0692,-0.0769,0.05,407064,6.6,0.0,327.91,0.0009,2019.67,0.005,1878.76,0.005,18787.67,407064.45,1,1,0,0,0,7.19699,7.09506
627,ASX_Trend_Following,MVP.au,Long,2015-08-03,open,86550.0,2.75,2015-10-01,open,86550.0,3.29,reduce position,43,0.1945,46285.52,0.2727,-0.2364,0.0282,238012,6.6,0.0,444.88,0.0016,2099.62,0.0088,1432.4,0.005,0.0,238012.5,1,1,0,0,0,13.32974,1.03236
628,ASX_Trend_Following,AIA.au,Long,2015-02-09,open,73688.0,4.31,2015-10-12,open,73688.0,4.4,zero position,172,0.0519,16467.38,0.1531,-0.065,0.05,317595,6.6,0.0,285.32,0.0009,1580.61,0.005,1628.5,0.005,10127.38,317595.28,1,1,0,0,0,1.87401,0.2012
629,ASX_Trend_Following,ENE-201510.au,Long,2014-12-01,open,55092.0,5.41,2015-10-12,close,55092.0,7.94,end of data,215,0.5033,150009.62,0.4769,-0.0425,0.05,298048,6.6,0.0,384.94,0.0009,1473.71,0.0049,2198.17,0.005,11018.4,298047.72,1,1,0,0,0,5.02252,0.0635
630,ASX_Trend_Following,VTG-202306.au,Long,2014-08-04,open,89139.0,0.82,2015-10-19,open,89139.0,1.66,zero position,308,1.2479,91217.46,1.622,-0.0732,0.0129,73094,6.6,0.0001,330.61,0.0022,1408.71,0.0193,744.31,0.005,16677.91,73093.98,1,1,0,0,0,1.57425,0.72127
631,ASX_Trend_Following,VTG-202306.au,Long,2015-04-01,open,137184.0,1.66,2015-10-19,open,137184.0,1.66,zero position,140,0.0341,7774.26,0.2952,-0.0783,0.0303,227725,64.32,0.0003,200.4,0.0009,1131.77,0.005,1145.49,0.005,8038.98,227725.44,1,1,0,0,0,0.81076,1.11003
632,ASX_Trend_Following,CZZ-201811.au,Long,2015-10-01,open,8502.0,23.12,2015-11-02,open,8502.0,19.51,reduce position,22,-0.158,-31060.03,0.0,-0.2863,0.0223,196566,110.92,0.0006,256.89,0.0015,979.01,0.005,833.62,0.005,0.0,196566.24,1,1,0,0,0,0.40298,0.31345
633,ASX_Trend_Following,CZZ-201811.au,Long,2015-06-01,open,1147.0,11.98,2015-11-02,open,1147.0,19.51,reduce position,109,0.6462,8878.97,0.9967,-0.0401,0.0018,13741,6.6,0.0005,181.46,0.0081,1945.82,0.1416,112.46,0.005,430.12,13741.06,1,1,0,0,0,0.05765,0.04229
634,ASX_Trend_Following,IRI.au,Long,2015-02-16,open,139457.0,1.415,2015-11-02,open,139457.0,2.48,reduce position,182,0.8031,158467.68,0.9788,-0.0247,0.0301,197332,6.6,0.0,506.7,0.0015,1622.61,0.0082,1736.24,0.005,10459.28,197331.65,1,1,0,0,0,1.62727,1.12849
635,ASX_Trend_Following,SYM-202402.au,Long,2015-10-12,open,121873.0,3.6,2015-11-02,open,121873.0,3.2,zero position,15,-0.1119,-49098.99,0.0056,-0.1778,0.05,438743,6.6,0.0,343.19,0.0009,2163.25,0.0049,1962.16,0.005,0.0,438742.8,1,1,0,0,0,5.59667,2.04626
636,ASX_Trend_Following,REH.au,Long,2015-09-14,open,11677.0,35.73,2015-11-09,open,11677.0,35.02,zero position,35,-0.0062,-2584.89,0.0028,-0.0624,0.05,417219,6.6,0.0,359.86,0.0009,2075.0,0.005,2055.15,0.005,6072.24,417219.21,1,1,0,0,0,79.43538,4.90836
637,ASX_Trend_Following,VEI-201511.au,Long,2015-11-09,open,412479.0,1.075,2015-11-09,close,412479.0,1.06,end of data,0,-0.0148,-6578.54,0.0,-0.0093,0.05,443415,6.6,0.0,384.76,0.0009,2196.45,0.005,2196.45,0.005,0.0,443414.92,1,1,0,0,0,2.859,2.859
638,ASX_Trend_Following,EQT.au,Long,2015-09-14,open,17849.0,23.56,2015-11-30,open,17849.0,20.9,zero position,54,-0.0933,-39245.75,0.0187,-0.1087,0.05,420522,6.6,0.0,328.28,0.0009,2074.95,0.0049,1875.04,0.005,8567.47,420522.44,1,1,0,0,0,4.65181,1.07764
639,ASX_Trend_Following,TBR.au,Long,2015-09-21,open,107504.0,4.02,2015-11-30,open,107504.0,3.43,zero position,41,-0.1475,-63758.45,0.0672,-0.1468,0.05,432166,6.6,0.0,324.49,0.0009,2150.08,0.005,1854.44,0.005,0.0,432166.08,1,1,0,0,0,107.504,108.91996
640,ASX_Trend_Following,OVT-202207.au,Long,2015-08-31,open,620528.0,0.545,2015-12-07,open,620528.0,0.505,zero position,69,-0.0412,-13933.98,0.055,-0.1468,0.0411,338188,6.6,0.0,275.76,0.0009,1675.43,0.005,1582.35,0.005,11169.5,338187.76,1,1,0,0,0,2.84008,1.68634
641,ASX_Trend_Following,HSN.au,Long,2013-12-09,open,181379.0,1.14,2015-12-14,open,181379.0,2.55,zero position,510,1.3401,277096.26,1.8333,-0.0351,0.0422,206772,6.6,0.0,407.01,0.0009,1052.0,0.0051,2321.65,0.005,21765.48,206772.06,1,1,0,0,0,1.59798,0.82821
642,ASX_Trend_Following,LIC.au,Long,2014-09-22,open,68835.0,1.75,2016-01-04,open,68835.0,2.49,zero position,314,0.4286,51626.38,0.6114,-0.0457,0.0209,120461,6.6,0.0001,337.45,0.002,1468.11,0.0122,860.44,0.005,1032.53,120461.25,1,1,0,0,0,30.97885,3.53689
643,ASX_Trend_Following,LIC.au,Long,2015-04-01,open,88732.0,2.39,2016-01-04,open,88732.0,2.49,zero position,183,0.0467,9903.74,0.1799,-0.0251,0.0282,212069,106.01,0.0005,194.43,0.0009,1051.47,0.005,1109.15,0.005,1330.98,212069.48,1,1,0,0,0,2.01755,4.55924
644,ASX_Trend_Following,FAN-201612.au,Long,2015-12-01,open,191725.0,2.36,2016-01-18,open,191725.0,2.09,zero position,24,-0.1152,-52124.97,0.0042,-0.1568,0.05,452471,6.6,0.0,352.62,0.0009,2252.77,0.005,2013.11,0.005,0.0,452471.0,1,1,0,0,0,14.61764,17.03919
645,ASX_Trend_Following,IRI.au,Long,2015-02-16,open,92345.0,1.415,2016-01-18,open,92345.0,2.08,zero position,234,0.5198,67925.57,0.9788,-0.0247,0.0199,130668,6.6,0.0001,403.13,0.0021,1622.61,0.0124,965.01,0.005,6925.88,130668.18,1,1,0,0,0,1.07754,1.23164
646,ASX_Trend_Following,IRI.au,Long,2015-12-01,open,128514.0,2.07,2016-01-18,open,128514.0,2.08,zero position,31,0.0035,934.92,0.1111,-0.1184,0.0291,266024,114.99,0.0004,235.23,0.0009,1310.84,0.0049,1342.97,0.005,0.0,266023.98,1,1,0,0,0,0.36956,1.71405
647,ASX_Trend_Following,DVN-202107.au,Long,2016-01-18,open,513186.0,0.705,2016-01-25,open,513186.0,0.695,zero position,4,-0.0151,-5452.32,0.0,-0.0071,0.0415,361796,6.6,0.0,313.86,0.0009,1796.15,0.005,1796.15,0.005,0.0,361796.13,1,1,0,0,0,43.3178,22.88659
648,ASX_Trend_Following,ORL-201711.au,Long,2015-11-30,open,137908.0,2.82,2016-01-25,open,137908.0,2.19,zero position,37,-0.2241,-87154.42,0.0106,-0.2199,0.0438,388901,6.6,0.0,265.78,0.0009,1958.29,0.005,1516.99,0.005,0.0,388900.56,1,1,0,0,0,26.30828,4.9102
649,ASX_Trend_Following,COF-201601.au,Long,2015-12-14,open,1066651.0,0.415,2016-01-25,close,1066651.0,0.42,end of data,19,0.0111,4932.42,0.0241,0.0,0.05,442660,6.6,0.0,394.23,0.0009,2213.3,0.005,2239.97,0.005,0.0,442660.17,1,1,0,0,0,12.22074,24.29563
650,ASX_Trend_Following,MVP.au,Long,2015-08-03,open,66707.0,2.75,2016-02-01,open,66707.0,3.96,reduce position,126,0.4376,80274.63,0.52,-0.2364,0.0218,183444,6.6,0.0,434.24,0.0016,2099.62,0.0114,1327.47,0.005,0.0,183444.25,1,1,0,0,0,10.27368,1.46625
651,ASX_Trend_Following,MVP.au,Long,2015-11-02,open,4871.0,3.38,2016-02-01,open,4871.0,3.96,reduce position,61,0.1474,2426.24,0.2367,-0.1568,0.0018,16464,161.43,0.0098,237.51,0.0123,1119.34,0.068,96.93,0.005,0.0,16463.98,1,1,0,0,0,0.17123,0.10707
652,ASX_Trend_Following,MYS.au,Long,2016-02-01,open,95882.0,4.57,2016-02-08,open,95882.0,4.27,zero position,5,-0.0665,-29131.49,0.0044,-0.0635,0.05,438181,6.6,0.0,360.29,0.0009,2186.11,0.005,2056.67,0.005,0.0,438180.74,1,1,0,0,0,3.1288,1.17716
653,ASX_Trend_Following,SIV.au,Long,2014-11-10,open,49739.0,5.82,2016-02-08,open,49739.0,8.49,zero position,314,0.5193,150331.04,0.7423,-0.0189,0.05,289481,6.6,0.0,371.61,0.0009,1452.38,0.005,2121.37,0.005,17906.12,289480.98,1,1,0,0,0,1.7613,1.7783
654,ASX_Trend_Following,AVG.au,Long,2016-02-08,open,1102448.0,0.38,2016-02-15,open,1102448.0,0.385,zero position,5,0.0123,5132.13,0.0263,-0.0263,0.05,418930,6.6,0.0,373.51,0.0009,2149.77,0.0051,2122.21,0.005,0.0,418930.24,1,1,0,0,0,48.99769,3.99814
655,ASX_Trend_Following,AMA.au,Long,2014-10-13,open,347966.0,0.295,2016-02-29,open,347966.0,0.765,zero position,344,1.6485,169218.63,2.6949,-0.0508,0.0196,102650,6.6,0.0001,234.25,0.0009,1418.86,0.0138,1339.67,0.005,5915.46,102649.97,1,1,0,0,0,1.45167,0.37555
656,ASX_Trend_Following,VAH-202004.au,Long,2016-01-18,open,856488.0,0.49,2016-03-07,open,856488.0,0.45,zero position,34,-0.0825,-34605.29,0.0,-0.102,0.049,419679,6.6,0.0,339.17,0.0009,2119.81,0.0051,1927.1,0.005,0.0,419679.12,1,1,0,0,0,2.44961,2.06873
657,ASX_Trend_Following,CZZ-201811.au,Long,2015-06-01,open,9374.0,11.98,2016-03-14,open,9374.0,18.91,zero position,200,0.6065,68106.53,0.9967,-0.0401,0.0144,112301,6.6,0.0001,363.91,0.0021,1945.82,0.0173,890.53,0.005,3515.22,112300.52,1,1,0,0,0,0.47113,0.28507
658,ASX_Trend_Following,CZZ-201811.au,Long,2015-12-01,open,10224.0,23.11,2016-03-14,open,10224.0,18.91,zero position,70,-0.1829,-43209.76,0.0104,-0.273,0.0261,236277,98.82,0.0004,170.14,0.0009,1175.25,0.005,971.28,0.005,0.0,236276.64,1,1,0,0,0,0.24555,0.31092
659,ASX_Trend_Following,RIC.au,Long,2015-10-19,open,325966.0,1.33,2016-03-14,open,325966.0,1.325,zero position,101,0.0104,4502.84,0.2632,-0.0677,0.05,433535,6.6,0.0,380.08,0.0009,2159.52,0.005,2167.67,0.005,6519.35,433534.78,1,1,0,0,0,1.16721,0.90476
660,ASX_Trend_Following,APE.au,Long,2013-11-25,open,52122.0,4.84,2016-03-21,open,52122.0,10.19,zero position,577,1.2151,306524.7,1.6839,-0.0393,0.05,252270,6.6,0.0,467.39,0.0009,1256.14,0.005,2668.65,0.005,28145.99,252270.48,1,1,0,0,0,2.67526,3.88217
661,ASX_Trend_Following,WTP-201812.au,Long,2015-10-19,open,482576.0,0.905,2016-03-29,open,482576.0,0.905,zero position,110,-0.0009,-390.92,0.2486,-0.0221,0.05,436731,6.6,0.0,384.32,0.0009,2159.53,0.0049,2195.72,0.005,0.0,436731.28,1,1,0,0,0,18.25243,3.88132
662,ASX_Trend_Following,CKL-201604.au,Long,2016-03-07,open,596039.0,0.715,2016-04-12,close,596039.0,0.7,end of data,21,-0.0219,-9314.34,0.007,-0.042,0.05,426168,6.6,0.0,367.16,0.0009,2115.94,0.005,2101.04,0.005,0.0,426167.89,1,1,0,0,0,3.94323,4.17111
663,ASX_Trend_Following,LIC.au,Long,2016-02-29,open,157502.0,2.63,2016-04-18,open,157502.0,2.5,zero position,30,-0.0465,-19253.34,0.0076,-0.0875,0.05,414230,6.6,0.0,346.5,0.0009,2118.4,0.0051,1976.65,0.005,1575.02,414230.26,1,1,0,0,0,1.28492,370.59293
664,ASX_Trend_Following,DTL.au,Long,2016-02-01,open,368962.0,1.195,2016-04-26,open,368962.0,1.025,zero position,58,-0.1221,-53838.89,0.0,-0.1381,0.05,440910,6.6,0.0,332.8,0.0009,2186.1,0.005,1900.15,0.005,9224.05,440909.59,1,1,0,0,0,5.061,0.57957
665,ASX_Trend_Following,5GN.au,Long,2015-11-16,open,230691.0,1.92,2016-05-16,open,230691.0,1.86,zero position,121,-0.0113,-4998.01,0.1458,-0.0573,0.05,442927,6.6,0.0,377.6,0.0009,2203.1,0.005,2156.96,0.005,9227.65,442926.72,1,1,0,0,0,6.72,3.57361
666,ASX_Trend_Following,FGX.au,Long,2015-09-07,open,379197.0,1.065,2016-05-16,open,379197.0,1.12,zero position,173,0.0883,35643.38,0.0939,-0.0094,0.05,403845,6.6,0.0,373.74,0.0009,2009.74,0.005,2132.98,0.005,15167.88,403844.8,1,1,0,0,0,6.18501,2.70101
667,ASX_Trend_Following,KMD.au,Long,2016-03-14,open,285497.0,1.485,2016-05-16,open,285497.0,1.385,zero position,41,-0.0682,-28904.26,0.0774,-0.0842,0.05,423963,6.6,0.0,347.96,0.0009,2122.67,0.005,1984.2,0.005,0.0,423963.05,1,1,0,0,0,7.04183,0.78198
668,ASX_Trend_Following,GEG-201708.au,Long,2016-02-08,open,361306.0,1.2,2016-05-23,open,361306.0,1.095,zero position,69,-0.0883,-38291.88,0.0,-0.2083,0.05,433567,6.6,0.0,348.15,0.0009,2149.77,0.005,1987.18,0.005,0.0,433567.2,1,1,0,0,0,1.44329,74.60376
669,ASX_Trend_Following,BKL-202307.au,Long,2014-12-22,open,1931.0,33.67,2016-05-30,open,1931.0,157.71,zero position,361,3.7995,247028.58,5.5607,-0.005,0.0108,65017,6.6,0.0001,267.99,0.0009,1502.25,0.0231,1530.32,0.005,7781.93,65016.77,1,1,0,0,0,0.38207,0.00628
670,ASX_Trend_Following,PFL-201609.au,Long,2016-05-16,open,204080.0,1.315,2016-06-01,open,204080.0,1.56,reduce position,12,0.1845,49525.13,0.2471,-0.0418,0.03,268365,6.6,0.0,467.87,0.0015,2243.63,0.0084,1602.03,0.005,0.0,268365.2,1,1,0,0,0,2.41272,1.01457
671,ASX_Trend_Following,ASZ-201612.au,Long,2016-04-04,open,392933.0,1.105,2016-06-06,open,392933.0,1.03,zero position,44,-0.0687,-29832.72,0.0498,-0.1222,0.05,434191,6.6,0.0,356.15,0.0009,2151.31,0.005,2033.43,0.005,0.0,434190.96,1,1,0,0,0,1.81053,1.60981
672,ASX_Trend_Following,DWS-202012.au,Long,2016-05-16,open,383526.0,1.17,2016-06-27,open,383526.0,1.115,zero position,29,-0.0479,-21476.85,0.0,-0.0855,0.05,448725,6.6,0.0,376.32,0.0009,2243.63,0.005,2147.75,0.005,0.0,448725.42,1,1,0,0,0,5.2089,5.05591
673,ASX_Trend_Following,PTL.au,Long,2016-02-01,open,667511.0,0.66,2016-06-27,open,667511.0,0.57,zero position,101,-0.122,-53742.3,0.1364,-0.1288,0.05,440557,6.6,0.0,334.82,0.0009,2186.1,0.005,1919.09,0.005,6675.11,440557.26,1,1,0,0,0,13.08024,11.05187
674,ASX_Trend_Following,SRV.au,Long,2016-01-04,open,65179.0,7.04,2016-07-18,open,65179.0,6.85,zero position,135,-0.0122,-5613.82,0.1023,-0.0767,0.05,458860,6.6,0.0,392.9,0.0009,2284.52,0.005,2242.16,0.005,7169.69,458860.16,1,1,0,0,0,13.38928,1.95515
675,ASX_Trend_Following,PME.au,Long,2015-06-29,open,91708.0,2.16,2016-08-01,open,91708.0,5.24,reduce position,277,1.4332,283900.89,1.6481,-0.1435,0.0251,198089,6.6,0.0,845.85,0.0018,1948.0,0.0098,2416.51,0.005,2292.7,198089.28,1,1,0,0,0,3.92418,2.39003
676,ASX_Trend_Following,NPX-201609.au,Long,2015-12-14,open,107703.0,4.11,2016-09-05,close,107703.0,5.22,end of data,166,0.2911,128880.12,0.2944,-0.1168,0.05,442659,6.6,0.0,494.74,0.0009,2213.3,0.005,2827.2,0.005,9831.13,442659.33,1,1,0,0,0,0.34008,26.89213
677,ASX_Trend_Following,PFL-201609.au,Long,2016-07-01,open,140589.0,1.69,2016-09-05,close,140589.0,1.67,end of data,45,-0.014,-3332.83,0.0207,-0.0355,0.0254,237595,157.22,0.0007,363.83,0.0015,1187.98,0.005,1180.95,0.005,0.0,237595.41,1,1,0,0,0,0.5705,1.25563
678,ASX_Trend_Following,PFL-201609.au,Long,2016-05-16,open,135864.0,1.315,2016-09-05,close,135864.0,1.67,end of data,78,0.2688,48025.45,0.3118,-0.0418,0.02,178661,6.6,0.0,199.67,0.0009,2243.63,0.0126,1141.26,0.005,0.0,178661.16,1,1,0,0,0,1.60624,1.21343
679,ASX_Trend_Following,DUI.au,Long,2016-07-18,open,143071.0,3.36,2016-09-19,open,143071.0,3.2,zero position,45,-0.0261,-12570.52,0.0506,-0.0536,0.05,480719,6.6,0.0,402.89,0.0009,2396.44,0.005,2303.44,0.005,10730.32,480718.56,1,1,0,0,0,3.65453,5.58152
680,ASX_Trend_Following,MVP.au,Long,2016-09-01,open,33133.0,5.22,2016-09-26,open,33133.0,5.18,zero position,17,-0.0107,-1850.94,0.1073,-0.0805,0.0172,172954,187.29,0.0011,338.33,0.002,861.46,0.005,863.11,0.005,0.0,172954.26,1,1,0,0,0,0.48978,0.63554
681,ASX_Trend_Following,MVP.au,Long,2015-11-02,open,62968.0,3.38,2016-09-26,open,62968.0,5.18,zero position,227,0.5423,115412.64,1.0266,-0.1568,0.0234,212832,161.43,0.0008,287.03,0.0009,1119.34,0.0053,1640.32,0.005,2518.7,212831.84,1,1,0,0,0,2.21352,1.20781
682,ASX_Trend_Following,DVA-201609.au,Long,2016-09-26,open,663726.0,0.775,2016-09-27,close,663726.0,0.765,end of data,1,-0.0138,-7090.68,0.0452,-0.0065,0.05,514388,6.6,0.0,446.82,0.0009,2555.35,0.005,2555.35,0.005,0.0,514387.65,1,1,0,0,0,1.93739,1.13396
683,ASX_Trend_Following,FPH.au,Long,2014-09-22,open,64961.0,4.58,2016-10-24,open,64961.0,8.48,zero position,530,0.9117,271244.92,1.2424,-0.0066,0.05,297521,6.6,0.0,484.76,0.0009,1468.12,0.0049,2767.34,0.005,18388.38,297521.38,1,1,0,0,0,0.80745,0.14985
684,ASX_Trend_Following,CUV.au,Long,2016-09-12,open,76790.0,5.31,2016-11-01,open,76790.0,8.56,reduce position,36,0.6103,248846.37,0.7307,-0.0339,0.0405,407755,6.6,0.0,714.53,0.0011,2501.98,0.0061,3301.97,0.005,0.0,407754.9,1,1,0,0,0,1.80288,2.62153
685,ASX_Trend_Following,OVT-202207.au,Long,2016-04-18,open,698803.0,0.525,2016-11-01,open,698803.0,0.855,reduce position,136,0.6726,246740.41,0.6667,-0.0095,0.0418,366872,6.6,0.0,629.25,0.0011,2193.25,0.006,3004.85,0.005,16771.27,366871.58,1,1,0,0,0,7.11721,9.3593
686,ASX_Trend_Following,AMH.au,Long,2016-06-27,open,484642.0,0.945,2016-11-14,open,484642.0,0.925,zero position,98,0.015,6868.53,0.0952,-0.0529,0.05,457987,6.6,0.0,394.5,0.0009,2289.93,0.005,2253.59,0.005,16962.47,457986.69,1,1,0,0,0,7.63781,6.13106
687,ASX_Trend_Following,EGH.au,Long,2016-04-26,open,686640.0,0.62,2016-11-14,open,686640.0,0.69,zero position,141,0.1119,47641.27,0.2903,-0.0081,0.05,425717,6.6,0.0,416.93,0.0009,2162.92,0.0051,2375.77,0.005,0.0,425716.8,1,1,0,0,0,15.51273,6.73533
688,ASX_Trend_Following,IRI.au,Long,2016-11-14,open,235493.0,2.2,2016-11-28,open,235493.0,2.16,zero position,10,-0.0191,-9873.95,0.0273,-0.0318,0.0488,518085,6.6,0.0,447.63,0.0009,2625.75,0.0051,2555.1,0.005,0.0,518084.6,1,1,0,0,0,13.90488,0.68261
689,ASX_Trend_Following,ITQ-201612.au,Long,2016-09-19,open,73264.0,7.01,2016-12-02,close,73264.0,7.08,end of data,51,0.0091,4665.42,0.02,-0.0371,0.05,513581,6.6,0.0,456.46,0.0009,2560.58,0.005,2608.2,0.005,0.0,513580.64,1,1,0,0,0,6.18784,3.08376
690,ASX_Trend_Following,PIA.au,Long,2016-04-04,open,366180.0,1.185,2016-12-12,open,366180.0,1.295,zero position,178,0.1467,63657.6,0.2447,-0.0295,0.05,433923,6.6,0.0,417.3,0.0009,2151.31,0.005,2380.17,0.005,23801.7,433923.3,1,1,0,0,0,2.78761,1.06438
691,ASX_Trend_Following,PME.au,Long,2015-06-29,open,91203.0,2.16,2016-12-12,open,91203.0,4.65,zero position,372,1.1694,230363.79,2.0556,-0.1435,0.0249,196998,6.6,0.0,373.2,0.0009,1948.0,0.0099,2129.59,0.005,3648.12,196998.48,1,1,0,0,0,3.90257,1.24234
692,ASX_Trend_Following,AVJ-202507.au,Long,2016-06-27,open,810597.0,0.575,2016-12-19,open,810597.0,0.6,zero position,124,0.1034,48201.33,0.2609,-0.0348,0.05,466093,6.6,0.0,428.0,0.0009,2289.94,0.0049,2452.06,0.005,28371.01,466093.28,1,1,0,0,0,5.65475,31.0645
693,ASX_Trend_Following,BKY.au,Long,2016-12-12,open,453607.0,0.785,2017-02-01,open,453607.0,1.135,reduce position,33,0.4439,158061.56,0.5223,-0.0127,0.0327,356081,6.6,0.0,694.29,0.0013,2689.48,0.0076,2585.56,0.005,0.0,356081.49,1,1,0,0,0,0.82904,1.08508
694,ASX_Trend_Following,VLA-201806.au,Long,2016-09-12,open,268923.0,0.935,2017-02-01,open,268923.0,1.055,reduce position,98,0.1263,31768.78,0.4439,-0.0941,0.0253,251443,6.6,0.0,495.38,0.0017,2501.99,0.01,1425.29,0.005,0.0,251443.01,1,1,0,0,0,1.7307,3.01842
695,ASX_Trend_Following,OVT-202207.au,Long,2016-04-18,open,136720.0,0.525,2017-02-13,open,136720.0,0.645,zero position,206,0.2677,19215.04,0.6667,-0.0095,0.0082,71778,6.6,0.0001,466.04,0.0053,2193.25,0.0306,444.34,0.005,3281.28,71778.0,1,1,0,0,0,1.39247,0.6075
696,ASX_Trend_Following,OVT-202207.au,Long,2016-12-01,open,558745.0,0.79,2017-02-13,open,558745.0,0.645,zero position,48,-0.1844,-81398.33,0.0506,-0.2089,0.0402,441409,63.16,0.0001,317.14,0.0009,2193.07,0.005,1815.92,0.005,0.0,441408.55,1,1,0,0,0,12.38079,2.48273
697,ASX_Trend_Following,PGC.au,Long,2016-11-14,open,621409.0,0.88,2017-02-20,open,621409.0,0.76,zero position,66,-0.1371,-74991.28,0.0648,-0.2159,0.05,546840,6.6,0.0,415.6,0.0009,2687.59,0.0049,2376.89,0.005,0.0,546839.92,1,1,0,0,0,3.28583,3.75358
698,ASX_Trend_Following,SOM.au,Long,2016-06-06,open,143513.0,3.22,2017-02-20,open,143513.0,3.28,zero position,172,0.0177,8189.94,0.2671,-0.0373,0.05,462112,6.6,0.0,414.24,0.0009,2317.73,0.005,2367.96,0.005,0.0,462111.86,1,1,0,0,0,3.78353,14.94927
699,ASX_Trend_Following,VLA-201806.au,Long,2016-09-12,open,263416.0,0.935,2017-02-27,open,263416.0,0.92,zero position,116,-0.0169,-4171.1,0.4439,-0.0941,0.0247,246294,6.6,0.0,213.26,0.0009,2501.99,0.0102,1218.3,0.005,0.0,246293.96,1,1,0,0,0,1.69526,0.92153
700,ASX_Trend_Following,EYE.au,Long,2016-05-30,open,334675.0,0.915,2017-03-06,open,334675.0,1.185,zero position,193,0.2939,90006.65,0.7705,-0.0164,0.0346,306228,6.6,0.0,349.0,0.0009,1564.61,0.0051,1991.32,0.005,0.0,306227.62,1,1,0,0,0,1.17209,7.3521
701,ASX_Trend_Following,CIN.au,Long,2016-12-19,open,16669.0,32.06,2017-03-13,open,16669.0,31.03,zero position,56,-0.018,-9629.72,0.0449,-0.0315,0.05,534408,6.6,0.0,455.17,0.0009,2669.54,0.005,2599.53,0.005,8001.12,534408.14,1,1,0,0,0,25.64462,14.77748
702,ASX_Trend_Following,MIR.au,Long,2016-02-22,open,167717.0,2.55,2017-03-13,open,167717.0,2.79,zero position,267,0.152,64990.66,0.2235,-0.0157,0.05,427678,6.6,0.0,411.78,0.0009,2121.62,0.005,2348.04,0.005,25156.96,427678.35,1,1,0,0,0,4.12974,4.60824
703,ASX_Trend_Following,REH.au,Long,2016-12-12,open,12225.0,45.22,2017-03-13,open,12225.0,41.64,zero position,60,-0.08,-44220.06,0.0365,-0.1066,0.05,552814,6.6,0.0,447.96,0.0009,2689.5,0.0049,2558.08,0.005,0.0,552814.5,1,1,0,0,0,244.5,5.52667
704,ASX_Trend_Following,CUV.au,Long,2016-09-12,open,17982.0,5.31,2017-03-27,open,17982.0,6.42,zero position,136,0.2042,19499.66,0.7307,-0.0339,0.0095,95484,6.6,0.0001,453.76,0.0039,2501.98,0.0262,579.92,0.005,0.0,95484.42,1,1,0,0,0,0.42218,5.07823
705,ASX_Trend_Following,CUV.au,Long,2016-12-01,open,49837.0,8.03,2017-03-27,open,49837.0,6.42,zero position,78,-0.2014,-80603.16,0.0411,-0.2528,0.0367,400191,84.03,0.0002,281.56,0.0009,2005.94,0.005,1607.24,0.005,0.0,400191.11,1,1,0,0,0,6.30529,14.07427
706,ASX_Trend_Following,SVR.au,Long,2017-02-13,open,308604.0,1.77,2017-04-03,open,308604.0,1.415,zero position,35,-0.1872,-102230.19,0.0508,-0.1977,0.05,546229,6.6,0.0,384.27,0.0009,2677.14,0.0049,2191.09,0.005,7715.1,546229.08,1,1,0,0,0,7.89875,0.32262
707,ASX_Trend_Following,BKY.au,Long,2016-12-12,open,240453.0,0.785,2017-04-10,open,240453.0,0.81,zero position,81,0.0299,5634.72,0.5223,-0.0637,0.0173,188756,6.6,0.0,370.01,0.0019,2689.48,0.0142,979.85,0.005,0.0,188755.61,1,1,0,0,0,0.43947,0.59995
